run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction
near,1,1050.0,430896.4083313806,4012297.282661518,10.784090042114258,awac-11m,11.9,124.99063716398452,124.17824001860234,True,104.11293928612106,0.20052932921707067,0.1927262919485755,0.23201750218868256,0.0
near,1,1100.0,430945.05894096656,4012308.8203470274,11.1600980758667,awac-11m,11.9,125.5618493788767,127.01156821934933,True,105.18554859203205,0.19371768327106653,0.2075001739257043,0.300119549036026,0.008384146341463415
near,1,1150.0,430993.70955055254,4012320.3580325367,11.529766082763672,awac-11m,11.9,116.07159233822773,127.01156821934933,True,112.0453567621642,0.03593397970618195,0.13357279489013996,0.300119549036026,0.037347560975609755
near,1,1200.0,431042.3601601385,4012331.895718046,11.963592529296875,awac-11m,11.9,115.2035869165875,127.01156821934933,True,111.82849708866667,0.030180945964469075,0.13577103802659796,0.300119549036026,0.12385670731707317
near,1,1250.0,431091.0107697245,4012343.4334035553,12.4097900390625,awac-11m,11.9,114.5667472841052,124.17824001860234,True,117.39016216402717,-0.024051545954735687,0.05782492952936136,0.300119549036026,0.22065548780487804
near,1,1300.0,431139.6613793104,4012354.9710890646,12.853889465332031,awac-11m,11.9,124.28746630892186,119.85013472883753,True,113.68991720248953,0.09321450280905186,0.05418437868484194,0.300119549036026,0.3175932977913176
near,1,1350.0,431188.3119888964,4012366.5087745744,13.29292106628418,awac-11m,11.9,125.65416048256988,114.4866804479891,True,118.7246376811593,0.058366341955240486,-0.03569568470321571,0.300119549036026,0.4137142857142857
near,1,1400.0,431236.9625984824,4012378.0464600837,13.726190567016602,awac-11m,11.9,125.33080774974664,114.4866804479891,True,109.48979028883325,0.1446803160287813,0.045637955337882063,0.300119549036026,0.5116190476190476
near,1,1450.0,431285.61320806836,4012389.584145593,14.141565322875977,awac-11m,11.9,140.2131037328762,114.4866804479891,True,110.2673840129747,0.27157368416736816,0.03826422901733051,0.300119549036026,0.6092916984006093
near,1,1500.0,431334.26381765434,4012401.1218311023,14.536789894104004,awac-11m,11.9,142.68102637824646,127.01156821934926,True,120.87473584261998,0.18040403880607836,0.05077018232097297,0.300119549036026,0.7051428571428572
near,1,1550.0,431382.9144272403,4012412.6595166116,14.898881912231445,awac-11m,11.9,147.2537207633766,127.01156821934926,True,120.84849651261868,0.2184985747671322,0.0509983316680076,0.300119549036026,0.8024362390559574
near,1,1600.0,431431.5650368263,4012424.197202121,15.22276782989502,waverider-17m,18.0,130.08178326820519,127.01156821934926,True,132.8432432432431,-0.02078735739672921,-0.04389892087485203,0.300119549036026,0.8956587966488957
