run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction,dominant_source_class,block
near,2,2450.0,432296.1749375836,4012467.7334640822,14.557599067687988,waverider-17m,18.0,105.23802739289891,99.8751122740313,True,130.03174603174588,-0.19067434988371101,-0.23191747152539322,0.300119549036026,1.0,4,0_2
near,2,2500.0,432344.5759433015,4012480.27709376,14.589488983154297,waverider-17m,18.0,104.18753781057703,95.07601314665045,False,130.03174603174588,-0.19875306615400878,-0.2688246059278582,0.300119549036026,1.0,4,0_2
near,2,2550.0,432392.97694901936,4012492.820723438,14.64449405670166,waverider-17m,18.0,105.6164638415565,95.07601314665045,True,130.03174603174588,-0.18776401098412265,-0.2688246059278582,0.300119549036026,1.0,4,0_2
near,2,2600.0,432441.3779547372,4012505.3643531166,14.738614082336426,waverider-17m,18.0,114.49700958580966,103.97144730968249,True,131.470946319867,-0.12910789196542327,-0.2091678791394611,0.300119549036026,1.0,4,0_2
near,2,2650.0,432489.7789604551,4012517.9079827946,14.816269874572754,waverider-17m,18.0,115.64140497929537,114.4866804479891,True,131.49277688603516,-0.1205493737536486,-0.1293310312610194,0.300119549036026,1.0,4,0_2
near,2,2700.0,432538.17996617296,4012530.4516124725,14.899356842041016,waverider-17m,18.0,116.34452530439978,114.4866804479891,False,118.7246376811593,-0.02004733325151442,-0.03569568470321571,0.300119549036026,1.0,4,0_2
near,2,2750.0,432586.5809718908,4012542.9952421505,14.999378204345703,waverider-17m,18.0,150.81358220247782,228.9733608959782,False,132.8432432432431,0.13527476836989027,0.7236357326560876,0.300119549036026,1.0,4,0_2
near,2,2800.0,432634.98197760864,4012555.5388718285,15.07027530670166,waverider-17m,18.0,154.78232325795975,100.4114611907501,False,118.7246376811593,0.3037085333006877,-0.15424916721658144,0.300119549036026,1.0,4,0_2
near,2,2850.0,432683.3829833265,4012568.0825015064,15.137397766113281,waverider-17m,18.0,154.57809404157177,116.77991750702667,True,134.29508196721298,0.1510331709638535,-0.1304229775477742,0.300119549036026,1.0,4,0_2
near,2,2900.0,432731.7839890444,4012580.6261311844,15.209080696105957,waverider-17m,18.0,166.07188399438616,127.01156821934933,True,134.29508196721298,0.23661925337616774,-0.05423514875728552,0.300119549036026,1.0,4,0_2
near,2,2950.0,432780.18499476224,4012593.1697608624,15.248587608337402,waverider-17m,18.0,131.6276761365619,127.01156821934933,True,134.29508196721295,-0.01986227486202574,-0.0542351487572853,0.300119549036026,1.0,4,0_2
near,2,3000.0,432828.5860004801,4012605.7133905403,15.271720886230469,waverider-17m,18.0,129.79101358206864,127.01156821934933,True,134.29508196721298,-0.03353859515305235,-0.05423514875728552,0.300119549036026,1.0,4,0_2
near,2,3050.0,432876.987006198,4012618.2570202188,15.292462348937988,waverider-17m,18.0,116.36109861039688,117.80582228695603,True,134.29508196721298,-0.13354162411691695,-0.12278379400581974,0.300119549036026,1.0,4,0_2
near,2,3100.0,432925.38801191584,4012630.8006498967,15.282011985778809,waverider-17m,18.0,102.94604041004838,102.39999999999988,False,134.29508196721298,-0.233434025266973,-0.23750000000000016,0.300119549036026,1.0,4,0_3
near,2,3150.0,432973.7890176337,4012643.3442795747,15.271081924438477,waverider-17m,18.0,102.39762900239921,170.66666666666802,False,134.29508196721298,-0.2375176551335012,0.2708333333333448,0.300119549036026,1.0,4,0_3
near,2,3200.0,433022.1900233516,4012655.8879092527,15.23252010345459,waverider-17m,18.0,146.53317637462837,101.89180827750278,True,134.29508196721298,0.09112838853177974,-0.2412841424648834,0.300119549036026,1.0,4,0_3
near,2,3250.0,433070.59102906944,4012668.4315389306,15.184682846069336,waverider-17m,18.0,145.00037627684037,101.89180827750278,False,134.29508196721298,0.079714715928622,-0.2412841424648834,0.300119549036026,1.0,4,0_3
near,2,3300.0,433118.9920347873,4012680.9751686086,15.145830154418945,waverider-17m,18.0,86.34112468908124,63.875365022904795,True,134.29508196721298,-0.357079027583745,-0.5243655680667485,0.300119549036026,1.0,4,0_3
near,2,3350.0,433167.3930405052,4012693.5187982866,15.085775375366211,waverider-17m,18.0,81.55443362569241,63.82075583286114,True,109.22666666666653,-0.25334686011634056,-0.41570352936223254,0.300119549036026,1.0,4,0_3
